./mfm2tb.py data/test.csv > testbench.v
iverilog -o mfm testbench.v mfm.v
vvp mfm | tee graph.txt
0 x 0 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 0xxxxxxxxx xxxxxxxx 0xxx 0 xxxxxxxx 0xxx x
6185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
6935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
6985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
7935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
7985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
8935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
8985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
9935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
9985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
10935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
10985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
11935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
11985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
12585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
12635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
